0.083712,-0.054977,-0.042431,0.043219,-0.026954
-0.11243,0.049531,-0.067268,0.027017,0.022074
-0.083919,0.028662,-0.035935,0.009814,0.01162
0.096479,-0.0056105,0.036991,0.0022696,-0.021069
0.0152,0.013785,-0.010819,0.016544,0.021851
-0.011407,-0.0020927,-0.00027084,0.0081953,0.01453
-0.034794,0.032753,-0.022662,0.0065991,-0.0048083
-0.068171,0.014099,-0.017327,0.011857,0.016422
-0.12188,0.02126,-0.014665,-0.0040578,-0.00031004
0.05503,-0.036364,0.01872,0.013508,4.10E-05
0.094322,-0.0080616,0.0076075,-0.0047374,-0.012899
0.02505,0.0063596,-0.0059555,0.015525,0.008673
-0.019122,0.011069,-0.012464,0.016194,5.65E-05
-0.043253,0.038004,-0.013443,0.01035,0.0020781
0.061383,-0.00080128,-0.0022196,0.0078403,0.0039889
-0.057895,0.022091,-0.016753,0.019405,0.021814
-0.024284,0.019624,-0.0076053,0.0042771,-0.0037513
-0.087734,0.014056,-0.0032928,0.006644,0.0097705
-0.099395,-0.0029191,0.0021409,-0.0030549,-0.0037537
0.0078776,0.00088925,-0.0095328,0.0048305,-0.0076521
-0.11127,-0.005873,0.010666,0.0064374,0.0040162
0.080539,4.29E-05,0.0075024,-0.0049325,-0.030755
0.10172,-0.049839,-0.019646,0.007444,-0.0088459
-0.066887,0.014975,-0.0095698,0.0093935,0.0067415
-0.017765,-0.017573,-0.0026317,0.0056582,0.0055197
-0.022528,-0.0023495,0.0066334,-0.0025102,-0.00025923
0.0097667,0.0023495,0.0058677,0.00010837,0.0017581
0.099924,-0.0042507,-0.0096536,0.002331,-0.0020079
0.096157,-0.021897,0.002362,0.0082436,0.019321
0.02038,-0.00046683,0.00027088,0.0094682,0.0052111
0.034462,-0.0042945,0.0065342,0.0067233,0.012154
0.036328,-0.0014896,0.0021746,0.009152,0.0029981
-0.0096236,-0.0062344,-0.0058238,0.0050559,0.0067988
0.072618,0.010197,0.0046915,0.0073706,0.002989
0.02144,0.0015768,0.00075837,0.0060988,0.0049922
0.039783,0.017217,-0.010975,0.0018879,-0.0052764
0.035338,-0.011114,0.0037994,0.0052752,0.012183
0.010746,0.013938,-0.0043187,0.0027844,-0.0022172
-0.011179,0.00033597,0.00010622,0.0048595,0.0027501
-0.027401,0.0049694,-0.0051894,0.0015262,-0.0019095
0.014583,0.0028304,0.0067029,-0.0010954,-0.007515
0.022019,0.0076731,-0.0012813,0.0051853,0.0001064
-0.05458,0.0092742,-0.018652,-0.0042346,-0.0057586
-0.0052924,0.0084456,-0.0059193,-0.004887,0.00094632
0.026941,0.00022779,0.0091795,0.008089,0.006178
0.017546,0.0023074,-0.00094404,0.0016209,-0.0042403
0.058576,0.004758,0.0053778,0.010368,0.0080535
0.041861,5.46E-05,0.00058203,0.0038467,0.0012342
-0.033315,0.0084353,-0.0064519,-0.0006614,-0.00098175
0.017454,0.01488,0.0017542,0.0045882,-0.0048527
-0.023414,0.0071497,-0.0035124,4.30E-05,-0.00408
-0.032898,-0.00077153,-0.0031264,-0.010492,-0.0044838
0.047733,0.00089904,0.0078715,0.0085328,-0.0022334
0.015104,-0.0016904,-0.00018044,0.003629,0.0067478
0.050345,0.0042911,0.0082757,0.0086036,0.0017343
-0.009214,-0.0013274,0.0026427,0.00072428,0.0024197
0.0082648,0.0039724,0.0067188,0.0021112,0.0031322
-0.022603,0.0012578,-0.0044127,-0.006008,-0.0021255
