-0.034368,-0.0062313,-0.024778,0.010521,0.0015662
0.016065,0.0078047,-0.0019448,0.003046,0.0015048
0.058107,0.0058946,-0.0057509,0.011535,-0.00011022
-0.0028532,-0.002463,-0.0041229,0.014827,0.004676
0.018303,-0.0024664,0.0064616,0.0075524,-0.0015516
-0.016366,0.010766,-0.01795,0.00091504,0.00042259
-0.0068389,-0.00076596,0.0014268,-0.011188,-0.00040642
-0.063361,-0.0047981,-0.0075427,-0.0039469,8.18E-06
-0.066853,0.0042455,-0.0059359,0.0014656,0.0040736
0.065348,0.011125,0.020038,0.0012365,0.00064465
0.038727,0.020831,-0.0019061,0.0014697,-0.0018289
-0.028463,0.00080772,-0.0018261,0.0061276,0.0057415
-0.027419,0.00081197,-0.0042333,0.0059529,0.003971
-0.050675,-0.0024572,-0.0089608,0.0097366,0.0014437
-0.011063,0.0046423,-0.0044947,0.007104,0.00038473
0.048282,0.0097769,0.0079664,0.0069443,0.0053378
-0.033154,-0.00018625,-0.0040154,0.0051447,0.0032064
-0.023823,0.0054222,0.0042802,0.0069041,0.0063173
-0.024212,0.0019811,0.0043659,0.010138,0.0053849
0.11364,0.04235,0.0032419,0.002208,0.0056894
0.018301,0.012383,0.0056903,0.012223,0.00040454
0.12869,0.016683,0.012497,0.012205,0.007836
0.06088,0.0045205,0.017892,0.017773,0.0073095
0.011764,0.0023332,-0.0063673,0.0017976,0.002499
0.053282,-0.011043,-0.0018597,0.010406,-0.0031206
0.034628,0.014886,0.0079701,0.015935,0.0058181
0.034461,0.013347,-0.0034507,0.0095388,0.00097386
0.074464,0.013113,0.0011284,0.010835,0.001861
0.028429,-0.024151,-0.0033465,0.007468,-0.0052259
0.03946,0.008428,0.0086922,0.0084588,0.0076724
-0.03634,0.0016721,-0.012988,0.0069476,0.0019797
-0.0058613,0.012556,-0.011978,-0.0056593,0.0010382
0.013012,0.018394,0.0024315,0.0089192,0.007229
-0.038548,0.016689,-0.012193,0.0018909,0.0022343
0.034468,0.0025618,0.0029567,0.0013362,0.0030334
-0.012704,0.0026024,-0.0055144,0.0005021,0.0039696
-0.01506,-0.00015247,-0.024122,0.0015229,-0.0078491
-0.046014,-0.0032722,-0.0060994,-0.0030666,0.00025697
0.013064,0.0083394,0.00065576,0.0023267,0.00083284
-0.0027578,0.012061,0.0033474,0.00049764,0.0033959
-0.055764,-0.0020495,-0.0012559,0.002278,0.0061505
0.024928,0.01414,0.01275,0.0043767,0.0069786
-0.031973,0.016241,0.0067618,0.0033602,0.0094967
0.11612,0.026227,0.0054443,0.0015479,0.0037775
-0.0047312,0.0086017,-0.011061,0.0055883,-0.0043952
-0.0070922,0.016749,0.0073258,0.0025071,0.0050522
-0.018263,0.01357,-0.0040093,0.0032621,0.0025319
0.021102,0.01542,0.0071882,0.0018314,0.0049375
0.099465,0.00015003,0.0039629,0.0038449,0.00037877
0.019035,0.0028452,-0.0011404,0.008576,-0.00086119
-0.0074702,0.010554,-0.0064377,0.0037054,-0.0031407
-0.0091978,0.011861,-0.00056595,0.0041192,-0.0019891
0.050234,0.030112,0.010035,0.0051115,0.0048316
0.01467,0.014328,0.0047651,0.0027892,0.0014097
0.0054674,-0.0070833,-0.0061696,0.001773,-0.0017931
-0.0072376,0.0031181,1.27E-05,0.0032924,-0.00051918
