,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
1982-02-28,-0.085962,-0.050485999999999996,-0.037808999999999995,-0.038158,-0.018708,-0.083165,-0.05936,-0.047061,-0.020297999999999997,-0.014482,-0.086005,-0.038941,-0.02417,-0.040615,-0.006136,-0.079493,-0.07044600000000001,-0.0453,-0.010405,-0.001370999999999999,-0.082747,-0.081652,-0.036049,-0.021107,-0.049271
1982-03-31,-0.033189,-0.012108,-0.021283,-0.014574,-0.006595999999999999,-0.047972,-0.007204,-0.023454999999999997,0.010908999999999999,0.008464,-0.033504,-0.009639,0.0006899999999999996,-0.009736,0.015099000000000001,-0.041180999999999995,-0.027991,-0.008581,-0.008716,0.0008489999999999991,-0.044741,-0.005756,-0.025183,0.016156,0.010638000000000002
1982-04-30,0.052283,0.052808,0.043141,0.03485800000000001,0.033559000000000005,0.055605999999999996,0.05584100000000001,0.048218000000000004,0.03256300000000001,0.030754999999999998,0.04695300000000001,0.048978,0.033775000000000006,0.040963000000000006,0.036332,0.051794,0.039669,0.03389,0.025872000000000006,0.038706000000000004,0.05521600000000001,0.028035000000000004,0.018493000000000002,0.019265000000000004,-0.006323
1982-05-31,-0.042046,-0.027617999999999997,-0.010984,-0.020866,-0.013879,-0.049648,-0.04712,-0.041883,-0.027985999999999997,-0.034416999999999996,-0.043723,-0.031657000000000005,-0.044039999999999996,-0.02346,-0.022463999999999998,-0.056770999999999995,-0.05561,-0.050753999999999994,-0.050847,-0.036747999999999996,-0.050825999999999996,-0.029425,-0.02538,-0.044592,-0.023648
1982-06-30,-0.05298099999999999,-0.039424,-0.03616,-0.020339,-0.024836999999999998,-0.052576,-0.021494,-0.023547,-0.016225999999999997,-0.019912,-0.050853999999999996,-0.013763999999999998,-0.014241,-0.033146,-0.029642,-0.05447199999999999,-0.038982,-0.016727,-0.021096999999999998,-0.005314999999999999,-0.037765,-0.021181,-0.015641,-0.027825999999999997,-0.038553000000000004
1982-07-31,-0.048899000000000005,-0.037116,-0.008145000000000001,-0.019133,-0.014459,-0.044792,0.004801,-0.014157000000000001,-0.012461,-0.021547,-0.028969,-0.016305,-0.039924,-0.041216,-0.029512000000000004,-0.024263,-0.051705999999999995,-0.028241000000000002,-0.048009,-0.038609000000000004,-0.0041400000000000005,-0.047654,-0.053537,-0.031553000000000005,-0.029668
1982-08-31,0.040278999999999995,0.064974,0.05963799999999999,0.04232899999999999,0.048729999999999996,0.071882,0.076216,0.09213800000000001,0.075212,0.07454700000000002,0.09769400000000002,0.102477,0.112316,0.103467,0.10233700000000001,0.11450000000000002,0.12214900000000001,0.09457800000000001,0.120477,0.13248900000000002,0.105154,0.11291500000000002,0.12290900000000002,0.12657400000000002,0.12879200000000002
1982-09-30,0.017384,0.018613,0.051683,0.03437,0.039199,0.018512,0.024321,0.045052999999999996,0.049977,0.05451,0.02717,0.048840999999999996,0.03685,0.037808,0.015702,0.023318000000000002,0.014033999999999998,0.07580100000000001,0.023201,-0.005377000000000001,0.012153,0.014205000000000002,0.0058509999999999986,-0.006159,-0.0055910000000000005
1982-10-31,0.169799,0.128103,0.125689,0.122685,0.11127599999999999,0.168282,0.116434,0.128389,0.10300000000000001,0.104394,0.14247300000000002,0.12936,0.12071899999999998,0.13201700000000002,0.119708,0.15054700000000001,0.141603,0.12425199999999999,0.12295299999999999,0.12243,0.109645,0.107582,0.09580799999999999,0.10064999999999999,0.082577
1982-11-30,0.08172199999999999,0.098509,0.10838099999999999,0.094423,0.099178,0.09066199999999999,0.08427399999999999,0.074157,0.06631000000000001,0.082114,0.099662,0.081171,0.054873000000000005,0.045602,0.082161,0.066855,0.063437,0.036210000000000006,0.052216000000000005,0.066674,0.065997,0.035466,0.007067,0.017404,0.027198
1982-12-31,0.018623,0.015091,0.014532999999999997,0.014325999999999998,0.016436999999999997,-0.008337,0.015826,0.003953999999999998,-0.005935,0.0015989999999999989,-0.0007439999999999999,-0.00036200000000000034,-0.016033000000000002,-0.004298,0.016793,0.0018350000000000007,-0.0040409999999999995,0.016377,-0.0021390000000000003,0.019753,0.016551,-0.00779,0.004483,-1.5000000000000256e-05,0.032913000000000005
1983-01-31,0.127593,0.078178,0.080957,0.08448,0.067471,0.072823,0.073319,0.028496999999999998,0.04088,0.040501999999999996,0.058453000000000005,0.022066,0.03249200000000001,0.023132999999999997,0.031743999999999994,0.04320399999999999,0.024215,0.019926,0.016777999999999998,0.013904999999999997,0.013364000000000001,0.023781,0.031664,0.060058,0.009579
1983-02-28,0.025824999999999997,0.040488,0.076064,0.067191,0.085549,0.04446,0.044556,0.073078,0.055161,0.045775,0.043129,0.041134,0.048023,0.035615,0.047119,0.04354700000000001,0.022569999999999996,0.025657999999999997,0.027536999999999996,0.038574000000000004,0.01818,0.033266000000000004,0.025088999999999997,-0.0012490000000000001,0.034683000000000005
1983-03-31,0.020522,0.049707,0.06106,0.040652,0.065274,0.010891000000000001,0.034069999999999996,0.059838,0.063616,0.042058,0.014799,0.06117399999999999,0.04025,0.070843,0.043182,0.00011200000000000012,0.020927,0.038649,0.052604,0.045138,0.027146999999999998,0.018907,0.034465,0.023646,0.028955999999999996
1983-04-30,0.06549200000000001,0.067218,0.081419,0.08325700000000001,0.08479500000000001,0.073063,0.074861,0.081583,0.06394300000000001,0.072551,0.060826,0.063442,0.065759,0.05639199999999999,0.05697199999999999,0.043899999999999995,0.049739,0.066495,0.061676,0.055167,0.05866999999999999,0.053982999999999996,0.08167100000000001,0.07793800000000001,0.08527900000000001
1983-05-31,0.11689899999999999,0.095459,0.081632,0.080215,0.070156,0.050009,0.054484000000000005,0.045208,0.031207000000000002,0.04374600000000001,0.047751,0.045183,0.018647,0.015812,0.007559999999999999,0.04049899999999999,0.050878999999999994,0.03360200000000001,0.009073999999999999,0.0035140000000000015,-0.015892999999999997,-0.029379,-0.011134999999999999,-0.019716,-0.01049
1983-06-30,0.036493000000000005,0.060808,0.029709999999999997,0.023248,0.036601999999999996,0.061849,0.048005000000000006,0.007843,0.027036999999999995,0.024613,0.043077,0.048661,0.039925,0.012194999999999998,0.004558999999999998,0.057579000000000005,0.039752,0.035014,-0.01634,0.012066,0.052097,0.045067,0.021678999999999997,0.005215,0.013467999999999997
1983-07-31,-0.06841799999999999,-0.028994000000000002,-0.015297999999999999,0.0003610000000000002,-0.00018800000000000067,-0.080109,-0.052567,-0.016328000000000002,0.008811,0.0014139999999999986,-0.069145,-0.036107,0.019528,0.002236,0.0027570000000000008,-0.052832000000000004,-0.040443999999999994,-0.0556,-0.015224,-0.013098,-0.055647,-0.067342,-0.044150999999999996,-0.009685000000000001,-0.028914000000000002
1983-08-31,-0.068902,-0.042398000000000005,-0.033383,-0.043724000000000006,-0.019753,-0.060687000000000005,-0.04185,-0.035338,-0.018106999999999998,0.0004289999999999997,-0.047324000000000005,-0.048352,-0.023445,-0.016186,0.018781000000000003,-0.034564000000000004,-0.026713999999999998,-0.008961,0.017209000000000002,0.029286999999999997,-0.013884,-0.012024,-0.004885,0.035038999999999994,0.058450999999999996
1983-09-30,-0.037500000000000006,-0.006142,-0.0032709999999999996,0.009911000000000003,0.008941000000000001,0.006439999999999999,0.006525,0.032727,0.04011,0.028440000000000003,0.011818000000000002,0.031696,0.020788,0.042072,0.05966499999999999,0.02374,0.013821000000000003,0.024113,0.019385000000000003,0.0074069999999999995,0.021159999999999998,0.011452,0.012175000000000002,-0.017997,-0.002509
1983-10-31,-0.111134,-0.069721,-0.060589,-0.043026,-0.036854,-0.10917400000000001,-0.081145,-0.048062,-0.025924,-0.038269,-0.091492,-0.055078999999999996,-0.035263,-0.015385,-0.023159,-0.08255699999999999,-0.026576,-0.027515,-0.023867,-0.011766,-0.032082,-0.031256,-0.010197,-0.007532,-0.014695
1983-11-30,0.030246000000000002,0.027892,0.026943,0.020913,0.036087,0.051169000000000006,0.044776,0.040938,0.044622,0.043258000000000005,0.055931,0.033117,0.039822,0.034272000000000004,0.03193,0.051229,0.015958,0.04045,0.038325,0.030993,0.0053360000000000005,0.026284000000000002,0.020898999999999997,0.009679,-0.00046799999999999967
1983-12-31,-0.058595,-0.018569,-0.014767,-0.010935,0.000451,-0.038981,-0.019356,-0.006138,-0.0069630000000000004,-0.005641,-0.038838,-0.019156,-0.011528,-0.017889,0.0024990000000000004,-0.038315,-0.018512,-0.034404,-0.023417,-0.012661,-0.00854,-0.007183,-0.029507,-0.017962,-0.0016750000000000003
1984-01-31,-0.026701999999999997,-0.017198,-0.0020430000000000005,0.007200000000000001,0.023732,-0.07126199999999999,-0.020898,-0.013485,-0.0056240000000000005,0.028389,-0.07618599999999999,-0.051042000000000004,-0.030515999999999998,-0.0044080000000000005,-0.008322,-0.084234,-0.043262,-0.025061999999999997,-0.012371,-0.002967,-0.064969,-0.015466999999999998,0.0039060000000000006,0.008407000000000001,0.062118
1984-02-29,-0.081594,-0.07511499999999999,-0.058417000000000004,-0.050827000000000004,-0.053609000000000004,-0.0788,-0.067116,-0.045630000000000004,-0.040150000000000005,-0.044383,-0.075623,-0.080564,-0.054516,-0.054101,-0.02965,-0.06109200000000001,-0.068859,-0.060652000000000005,-0.039173,-0.05409,-0.044806,-0.067719,-0.048809,-0.031606,-0.0014259999999999993
1984-03-31,-0.016391,0.006476999999999999,-0.001392,0.012490000000000001,0.014209999999999997,-0.009851,0.005541999999999999,0.0021820000000000008,0.004368000000000001,0.014102999999999997,-0.0008419999999999999,0.0053479999999999995,0.014304999999999998,0.006009,0.023188,-0.004079,0.009042000000000001,0.016406,0.008129,0.035134,0.010533,0.023450000000000002,-0.005971000000000001,0.009522,-0.020787
1984-04-30,-0.047066000000000004,-0.026152,-0.014055000000000002,-0.008044,-0.017601,-0.020183,0.006622999999999999,-0.002080000000000001,-0.007172000000000001,-0.019435,-0.005020000000000002,0.001483,-0.010305000000000002,-0.020447,-0.006190000000000001,-0.025305,-0.006361000000000001,-0.015373000000000001,-0.030938,-0.026542000000000003,0.006515999999999999,-0.014752000000000001,0.004397999999999999,0.007850999999999999,0.015922
1984-05-31,-0.069526,-0.051323,-0.058241,-0.041103,-0.043332,-0.068527,-0.058329000000000006,-0.05840800000000001,-0.046635,-0.049999999999999996,-0.066926,-0.062859,-0.066242,-0.047564,-0.070991,-0.045922,-0.051597,-0.062042,-0.060672000000000004,-0.083274,-0.059612,-0.041134000000000004,-0.070616,-0.048998,-0.06836
1984-06-30,0.0058790000000000005,0.027129,0.012901,0.008856,0.005723000000000001,0.031493,0.039284,0.011603000000000002,0.020024000000000004,0.0035329999999999997,0.055736,0.045476,0.0006340000000000009,0.008015000000000001,-0.013784,0.052334,0.039633,0.010391999999999998,0.009798999999999999,0.017971,0.027282,0.045565,0.012844999999999999,-0.017575,0.044726
1984-07-31,-0.079732,-0.059176999999999993,-0.053977,-0.026514,-0.02988,-0.061058999999999995,-0.060830999999999996,-0.022428,-0.046084,-0.046460999999999995,-0.043324,-0.041774,-0.038024,-0.038941,-0.017906,-0.046341,-0.054449000000000004,-0.033322,-0.053481,-0.013134999999999999,-0.005049,-0.022232,-0.008088999999999999,-0.038398,-0.031240999999999998
1984-08-31,0.10654,0.109029,0.078725,0.060258000000000006,0.07959999999999999,0.151373,0.09580999999999999,0.093106,0.08350400000000001,0.09547399999999999,0.14843199999999998,0.121219,0.09902,0.111392,0.086012,0.119424,0.12578899999999998,0.115954,0.1041,0.09149399999999999,0.09932600000000001,0.093286,0.09347,0.10776899999999999,0.116385
1984-09-30,-0.034966,-0.024874,-0.0032830000000000003,0.0049440000000000005,0.015098999999999998,-0.063611,-0.005223,0.010365,0.006312000000000002,0.023299000000000004,-0.048261,0.005939999999999999,0.010547,0.012053999999999999,0.027011000000000004,-0.025153,-0.024776,-0.002007,0.006116,0.036134,-0.035942,-0.024942000000000002,-0.013749,0.010326000000000002,0.022414
1984-10-31,-0.049255,-0.023423,-0.031974,-0.024145,-0.022958,-0.039949,-0.026352,-0.011243,-0.0012510000000000004,-0.002626,-0.027076999999999997,-0.01599,0.004961999999999999,-0.027153000000000004,0.0049239999999999996,-0.013345000000000001,-0.011696,-0.003086,-0.006888,0.006903999999999999,-0.0013710000000000007,0.01761,0.0030479999999999986,-0.014461,-0.025342
1984-11-30,-0.06385,-0.047941,-0.019844,-0.022264,-0.017227,-0.06497599999999999,-0.02757,-0.010992,-0.007467,0.004888000000000001,-0.047064,-0.003149,0.004741999999999999,0.009491,0.012520999999999997,-0.040573000000000005,-0.013541000000000001,-0.017307,-0.0004799999999999995,0.013012999999999997,-0.0322,-0.016992,-0.023617,-0.014665000000000001,0.0067529999999999995
1984-12-31,-0.0013160000000000003,0.004183999999999999,0.0034480000000000005,-0.0011260000000000003,0.0006659999999999999,0.014252,0.017455000000000002,0.010417,0.017706000000000003,0.018932,0.040104999999999995,0.029994999999999997,0.0010699999999999998,0.010512,0.012438999999999999,0.024985999999999998,0.011935999999999999,0.015877000000000002,0.023872,0.028914,0.019615,0.017281,0.021585000000000003,0.024375,0.0070339999999999995
1985-01-31,0.15261899999999998,0.14462999999999998,0.09915099999999999,0.094428,0.07958599999999999,0.15471400000000002,0.12487299999999998,0.08398099999999999,0.092301,0.08402699999999999,0.131521,0.09728399999999998,0.091109,0.08142899999999999,0.075387,0.11635999999999999,0.12362600000000001,0.077775,0.07222799999999999,0.057525,0.08881399999999999,0.07324699999999999,0.068785,0.062449,0.038235
1985-02-28,0.031575,0.04070000000000001,0.029586,0.020711999999999998,0.032420000000000004,0.022936,0.026606000000000005,0.018822000000000002,0.014598999999999997,0.0065190000000000005,0.016130000000000002,0.0033869999999999994,0.006894000000000001,0.013357,-0.011934,0.019851,-0.016294000000000003,0.014228999999999999,0.019668,0.005919000000000001,-0.0037259999999999997,0.02113,0.009458000000000001,0.01934,0.021701
1985-03-31,-0.032202999999999996,-0.035424,-0.019244,-0.018698,-0.009621,-0.052584,-0.040186999999999994,-0.013944999999999999,-0.0020819999999999996,0.023922,-0.05098,-0.017464,-0.026007,-0.00032699999999999917,0.031145000000000003,-0.034443999999999995,-0.027523,-0.005163,0.005104000000000002,0.03682900000000001,-0.021828,0.0034810000000000006,-0.012976999999999999,0.004474999999999999,0.009420000000000001
1985-04-30,-0.028962999999999996,-0.023965,-0.004928999999999999,-0.00262,-0.004677,-0.039183,-0.022016,-0.008768999999999999,0.017827000000000003,-0.0004930000000000004,-0.019424999999999998,-0.02248,-0.010764,0.020109999999999996,0.007841,-0.019754,-0.039524,-0.002031999999999999,0.0005640000000000003,0.0034260000000000002,-0.023915,-0.030862,-0.019999,0.005304,0.021858999999999996
1985-05-31,0.018916999999999996,0.034411,0.030682999999999995,0.020583000000000004,0.004269,0.03416399999999999,0.034501,0.026612999999999998,0.047685,0.022874,0.055346,0.051386,0.026395999999999996,0.036371,0.035373999999999996,0.05986299999999999,0.0521,0.049814,0.038496999999999997,0.058394999999999996,0.050777,0.069286,0.079857,0.049840999999999996,0.039298
1985-06-30,0.0003119999999999998,2.8999999999998645e-05,0.004195999999999999,0.008399999999999998,0.015545999999999997,0.003371999999999999,0.018313,0.019404,0.025260999999999995,0.029550999999999997,0.021793999999999997,0.014773999999999999,0.034187,0.018848,0.028124999999999994,0.012742999999999997,0.013314999999999997,0.017135,0.030843,0.0034919999999999994,0.001377999999999999,0.022973999999999998,0.008316999999999998,-0.0020360000000000005,0.017760999999999996
1985-07-31,0.019295,0.022598,0.017182,0.010027999999999999,0.015509999999999996,0.025657999999999997,0.027563,0.040691,-0.00573,0.0026749999999999994,0.0072980000000000015,0.022053,0.006191000000000001,0.0029170000000000003,0.010744,-0.011659,-0.002299,0.005263000000000001,-0.027251,0.0029240000000000004,-0.0004259999999999993,-0.010916,-0.024045,-0.021252,-0.029706
1985-08-31,-0.021521000000000002,-0.015415000000000002,-0.011470000000000001,-0.005527000000000001,-0.013956,-0.025322,-0.014472000000000002,0.003761999999999999,-0.0015800000000000007,-0.0023750000000000004,-0.029315,-0.014068,-0.006309,-0.01151,-0.0007010000000000002,-0.02367,-0.007844,0.005572999999999999,-0.008156,-0.0024670000000000004,-0.023141000000000002,-0.003921000000000001,-0.012577000000000001,-0.0013460000000000008,0.002173999999999999
1985-09-30,-0.08627900000000001,-0.06378400000000001,-0.055585999999999997,-0.045523999999999995,-0.046164,-0.079969,-0.06772,-0.039492,-0.041573,-0.059442999999999996,-0.074827,-0.049795,-0.037697,-0.045876999999999994,-0.037783,-0.056315000000000004,-0.04666499999999999,-0.053743,-0.06953500000000001,-0.053051999999999995,-0.042483,-0.020507,-0.036356,-0.037811,-0.047191000000000004
1985-10-31,0.0006109999999999987,0.012395999999999999,0.027939000000000005,0.027019,0.011384999999999998,0.03465,0.029999000000000005,0.036543,0.051393,0.025223000000000002,0.0359,0.037596000000000004,0.03698900000000001,0.017539,0.026395000000000002,0.050365,0.047086,0.035989,0.048531,0.045695,0.030815999999999996,0.036714,0.042207,0.051633,0.057295000000000006
1985-11-30,0.049208999999999996,0.057963999999999995,0.05865,0.044823999999999996,0.040888,0.08697700000000001,0.06602100000000001,0.07478100000000001,0.06422,0.060939,0.06922,0.067862,0.051665,0.058183000000000006,0.058342,0.08172800000000001,0.06202599999999999,0.076771,0.048885,0.050204,0.09411000000000001,0.075587,0.07223700000000001,0.033121,0.040965999999999995
1985-12-31,0.0303,0.046235000000000005,0.034354,0.034187,0.026047,0.045181,0.035855000000000005,0.047242,0.031184999999999997,-0.0036370000000000005,0.052244,0.039248,0.019496,0.020189,0.04943,0.031054,0.03636400000000001,0.021772,0.043199999999999995,0.044518,0.062129,0.030952,0.042207,0.023709,0.037546
1986-01-31,0.032748,0.015739999999999997,0.019541,0.015707,0.025564,0.0050859999999999985,0.016783,0.0022879999999999984,-0.003460000000000001,0.019079000000000002,0.013973,0.0239,0.009839,0.016439,0.022441999999999997,0.005948999999999999,-0.0005690000000000009,0.012953,0.02161,0.029114999999999995,-0.0013310000000000006,0.007836999999999998,0.011201999999999997,-0.01991,0.008497999999999999
1986-02-28,0.053159000000000005,0.059892,0.061141,0.07407,0.049580000000000006,0.06958800000000001,0.066301,0.066068,0.089755,0.044243,0.064233,0.090183,0.070281,0.06719900000000001,0.06278,0.073631,0.090203,0.064759,0.06725099999999999,0.06987299999999999,0.07067999999999999,0.095926,0.08193399999999999,0.059216000000000005,0.066678
1986-03-31,0.041008,0.048524,0.04583500000000001,0.040514,0.058757,0.029059,0.045696,0.051168000000000005,0.043448999999999995,0.05758,0.041421,0.067299,0.04402500000000001,0.050171,0.046317000000000004,0.050352,0.047175,0.060132,0.034467000000000005,0.044618,0.053924,0.067229,0.048299999999999996,0.041504,0.039591999999999995
1986-04-30,0.021328999999999997,0.019241,0.004529999999999999,-0.0011209999999999996,-0.0015459999999999996,0.018982000000000002,0.015354000000000003,-0.006402,0.005338000000000001,-0.021331,0.012208,0.018645000000000002,0.0039039999999999995,0.001164,-0.017786999999999997,0.012939000000000003,-0.006371,-0.02303,-0.030266,-0.054718,-0.0011729999999999996,-0.014975,-0.028734000000000003,-0.032203999999999997,-0.032571
1986-05-31,0.036525,0.029948999999999996,0.03933,0.033511,0.034044,0.027930999999999997,0.018998,0.04851,0.03939,0.016814000000000003,0.05669099999999999,0.037124,0.055906,0.050629999999999994,0.028649999999999995,0.057759000000000005,0.03369,0.051623,0.039188,0.03817,0.04721,0.058238,0.030111,0.060758000000000006,0.05058
1986-06-30,-0.002934,-0.022291000000000002,-0.0050539999999999995,0.008935,0.014956999999999998,0.000928,-0.0033619999999999995,0.021723,0.012761000000000002,0.018500000000000003,0.00785,-0.012986999999999999,0.015822,-0.0010889999999999997,0.020411000000000002,0.010069,0.0049970000000000014,-0.004155,0.032480999999999996,0.007349,0.016742,0.015592000000000002,0.004531,0.0019130000000000006,0.024129
1986-07-31,-0.107099,-0.090585,-0.08871599999999999,-0.067418,-0.094356,-0.119226,-0.102296,-0.09396099999999999,-0.054780999999999996,-0.073537,-0.103476,-0.083395,-0.084964,-0.065624,-0.06060700000000001,-0.09219,-0.08194299999999999,-0.07563099999999999,-0.052403000000000005,-0.048808000000000004,-0.076255,-0.064331,-0.053496,-0.030236999999999997,-0.031319
1986-08-31,-0.0024939999999999997,0.001203,0.017712,0.014016999999999998,0.011675999999999999,0.020491000000000002,0.039425999999999996,0.037374,0.050759,0.040937,0.036734,0.03485,0.056756,0.06859300000000002,0.082933,0.037707,0.05947499999999999,0.065019,0.09728499999999998,0.08989,0.03935400000000001,0.060404000000000006,0.056497,0.09839899999999999,0.10327900000000001
1986-09-30,-0.08615400000000001,-0.06710100000000001,-0.05899499999999999,-0.049356,-0.03702,-0.092141,-0.063531,-0.052018999999999996,-0.030048000000000002,-0.061078999999999994,-0.08724,-0.082239,-0.048284999999999995,-0.052371,-0.056537000000000004,-0.096487,-0.066643,-0.07329,-0.071773,-0.064843,-0.10858300000000001,-0.11392000000000001,-0.082013,-0.084436,-0.069092
1986-10-31,0.015735000000000002,0.025873,0.013634999999999998,0.026459,0.003842,0.059768999999999996,0.039644000000000006,0.028205,0.023799,0.010538,0.054287999999999996,0.020076,0.00992,0.015728,0.018660999999999997,0.053475999999999996,0.061022,0.048146,0.053534,0.038785999999999994,0.045279,0.06573200000000001,0.06265399999999999,0.041476,0.055945
1986-11-30,-0.027038000000000003,-0.0012020000000000004,5.000000000000013e-05,-0.005031000000000001,0.009624,-0.0008280000000000006,-0.0018410000000000002,-0.007339,-0.024515000000000002,-0.0021100000000000003,-0.0021920000000000004,-1.5999999999999955e-05,-0.016457,0.008686999999999999,-0.008812,0.009038,0.009267999999999998,0.011321999999999999,-0.013407,0.009144,0.02284,0.014845,0.023826999999999997,0.020890999999999996,0.01262
1986-12-31,-0.060251,-0.027058,-0.042138,-0.022684000000000003,-0.037714000000000004,-0.036531,-0.022363,-0.038896,-0.036283,0.0036830000000000005,-0.030553000000000004,-0.022432,-0.042134,-0.026609999999999995,-0.012793,-0.050169000000000005,-0.034678,-0.033118999999999996,-0.031043,-0.036847000000000005,-0.022237,-0.030008,-0.047973,-0.033058,-0.034263999999999996
