Dates,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1981-01-31,-0.004037561382682602,0.003810369501666849,0.015907225062085004,0.0005361368611342061,0.005965344391583814,0.0007282506209490075,0.0014205981063933424,0.0006906942727707967,-0.0004596890474167247,3.4795449175273145e-06,0.002107463935088293,-4.16196256427291e-05,0.0006620052881333865,3.177264246630604e-05,-0.0005566853074151195,-0.0005489168718417351,3.5376794610664006e-05,0.00013549108683244914,0.000562570862760397,-0.0020741782060118234
1981-02-28,-0.0022039177279869044,0.0008275360568269105,-0.008099656616796288,0.007337958067345134,0.004947729114658651,-7.28590602638943e-05,0.0014200879195315694,0.001029887290633685,-0.0005768734786269585,-3.924449350564321e-05,0.0009301232741749815,2.1302763129413172e-06,0.00011408878236086649,-2.611634819645517e-06,-0.0005080416913622497,0.0003576776761210157,4.422430749214583e-05,0.00011753347745614797,-0.0001278775894904511,-0.004171084569261395
1981-03-31,-0.0009482027971223146,-0.0007258868464033371,0.02286834230219132,0.014515215900992895,-0.0011827543676532226,0.0001287518215326467,0.0014310968439315427,0.001959810421526553,-0.0010219349714715145,-4.35445473526054e-05,0.0010245947841918397,-1.950008561472252e-05,-0.0010615491655704052,6.016641086204486e-05,-0.000328224144006705,0.00024181909968612277,3.330190023650439e-05,-0.00014245941484154935,0.00018040837686532165,-0.0023120683571869766
1981-04-30,0.0030991088192366435,0.0012339172386797936,0.014870476571897039,0.007153887714496997,9.03049435171756e-07,0.00024450607423120877,0.0006966164553691396,0.002899742032014985,0.0019538563803175838,8.279377570670352e-05,0.0012438279880617937,1.391386913550694e-05,-0.0011218628747469816,7.39822066569447e-05,-0.00022010361213639152,-0.0003038373020256868,-0.00021410562100507765,-0.0001179565774170207,0.0005880165925433265,-0.0009549207066097704
1981-05-31,-0.0014457980717346953,-0.0014347662636483571,0.0009056830508101121,0.006967175091131928,0.0015038967335303589,-0.0003253492337950864,-0.0004716573929179118,9.325019347574842e-05,0.00075575859876875,8.524139928908107e-05,-0.001928572554814786,5.269889732414912e-05,0.0009222909386779748,1.0281014562837842e-05,0.0004964059421300221,0.0003306395005945817,-0.00015191764108899895,-0.000108160649867042,0.0006103013186415687,-0.002803776107191094
1981-06-30,-0.003259811536806969,0.003013239585516899,0.0007304829686814527,-0.0006311552655992741,0.006477795926995715,0.0009752761427235336,0.0025465922178685065,0.0005182127688443586,0.001947948863424004,-1.0702410368177948e-05,-0.00029315992768417224,-3.3139650535630975e-06,-0.001645047260146839,2.321486315282211e-05,-0.000259720425954945,0.000845305163018683,-0.00047027717962865777,0.0001489386433811972,0.00019762045769911003,-0.0005273665664373181
1981-07-31,-0.0006730645553420287,-0.0030777125902689806,-0.029625269693434365,-0.004979897728502695,0.012912645996864001,-0.0003815773555485812,0.0026255726128104756,-0.0033044528572921525,0.0011674607584859578,-7.27260586454802e-05,-0.0004140898212121276,-5.185217889379544e-05,0.001696511849629706,-2.4449434039919307e-05,-0.000113594895038771,0.0005012073608488489,-6.367610582794606e-05,2.734580652950801e-05,0.0001339328867444248,-0.0018090364303992457
1981-08-31,0.0022986010630000136,0.0021658804680595276,-0.04324483602121356,-0.0003683902890409286,0.012743594167943384,0.0003691788354606492,0.0004806391570741387,-0.0015672365419622336,-0.00042345938233267957,-7.754101441139671e-05,0.0008481932802827238,4.0772046603151346e-05,-0.0010439784331022879,8.187688884923318e-07,-0.0002340932541210005,0.00011987822593993958,-0.0005626578137435149,7.680953685645521e-05,-0.00019202216033435378,-0.0014374522130249853
1981-09-30,0.00016732227943998216,-0.00016393453170192085,-0.052589255673453475,-0.0011360314265115982,0.018566828611348656,3.116703565088193e-05,-0.0007269244536773474,0.0010343795273336672,0.0012531652825650205,-6.634819675751539e-05,-0.00032118627856814067,1.3612648361192696e-05,0.0007074433213937859,-3.9238907588138764e-05,0.00027805950881025124,0.000888722809487455,-0.0008508038698382968,0.00016984296806050436,-8.503933626117156e-05,-0.005847117892406753
1981-10-31,0.0018074291221045907,-0.006700589270015321,0.007724812089499803,0.0011262021309235508,0.007755595539553489,-0.0004432165790916091,0.0008880071414798057,0.0020495092635321546,0.0008731747610730947,5.7828530406109736e-05,-0.0006281855820323822,-1.1345780010559571e-05,0.002031611462271868,0.00018452770664461926,0.0006799680796899793,0.00018579099126064314,0.00031520115982089304,-4.1040468810716796e-05,5.8248195033804965e-05,0.0038614194266116167
1981-11-30,-0.004473567351776205,-0.00041354734908896195,-0.004470719515560599,0.004322539974605769,0.006849986092751237,-0.0002956826285365002,0.0007969186608302618,0.0004485736563375311,0.00018832160393628111,-1.4992792779405814e-05,0.000584867244396581,8.634742683351766e-06,0.0004475780883425472,-1.7968774015918634e-05,0.00027151553435780286,0.0006247164805063686,-0.00056356756007459,3.5816261564003825e-05,0.00015693905368428392,0.0030996199424516454
1981-12-31,-0.0009531560058541877,0.0016652307422015695,-0.008670481996805696,-5.001091174645408e-05,0.006142064983926577,0.00013573899990450218,0.0015145659621906239,0.0012163567597117152,0.0028522231322987215,3.9536018861448254e-05,0.0005835732459781348,-7.106496094033181e-06,0.0011445700393266848,6.974059287636678e-05,0.00011302347947011505,-0.0007350250121877333,-0.00029569932290276737,-3.3290858372362164e-05,-0.00036648197320765,-0.0005156203264304221
1982-01-31,0.0035086799294529896,0.0006441617788954075,-0.00011058749393074699,-0.0017735091867929573,0.007199714324399812,0.0001477548381335288,0.0006047793179332934,0.0007421882776167083,0.0024282568260554573,2.1535911793998892e-06,-0.0013417389728151482,-5.7032135190041235e-05,1.2419472889707111e-05,3.5760415574451414e-05,0.0001051353844198337,-0.0007388579515097131,-0.0008896316917557304,7.280577495410867e-05,0.00034827855325545804,-0.0026982208539316913
1982-02-28,-1.4797690632947647e-05,0.003043445944761982,-0.018856080303023024,0.004495980354673085,0.005124815642447357,0.0008449875327139635,0.00025592802346901535,0.0002449737052230881,0.0020423742594649625,3.2484212939508815e-05,-0.0016219022369566211,1.5953698576648572e-05,-0.00022199332101767043,6.056209167126828e-06,0.00021428983403791135,0.0007945533821736203,-0.0006276823384366868,0.00012460572058862378,-1.0575113386645607e-05,-0.004227617361486222
1982-03-31,-0.004329192342324228,0.00044331077369069016,-0.008046282268790233,9.88485013534918e-05,0.009905901351853003,0.00021464110680633277,0.0018672772510998303,-0.0008490616215227543,0.0018701784738624561,-3.5368741634914036e-06,0.00043500407043748745,-4.133388701277941e-05,0.0007972816751243939,1.6486277697011824e-05,0.00014069246670628588,0.00047476160275668525,0.0002668658780961819,0.00017406187697857473,-5.6989980732456136e-05,-0.0038131976766426134
1982-04-30,0.0013507529446657634,0.0025219601844526838,0.03207783873887732,0.009757743631547378,0.0017939931275720168,-9.440418524124738e-05,9.82013028682704e-05,0.001605058895914094,0.0008677907076349356,2.686994852192888e-05,-0.0004849405232330805,-3.212238243200627e-05,0.0007094004566170682,3.62544732652241e-05,0.0001907150495938619,-0.00029317921477925994,0.00024707346780926897,-0.00011175353403569109,-0.0005086720686062669,0.00026433798938265215
1982-05-31,-0.0013175872568692024,0.0025277665872905724,-0.012934189157526877,0.00269430565021413,0.011771378653157546,-0.00010718725235833544,-0.00020266080903216273,-0.00162370715490982,0.0012368321387484674,-1.8329516596653967e-05,-8.538182405750431e-05,2.194753633222928e-05,-0.0002679705860685755,7.166386202727791e-05,-7.557107015876207e-05,-8.490318858106253e-05,0.00029454311589912306,3.5843168436134786e-05,7.447776658062181e-05,-0.0015107277941293986
1982-06-30,-0.0008273033401684313,0.0020100183882182563,-0.014644361661620198,0.0023565491730238217,0.006493285512448674,0.00045185992368594217,0.0011067904979059748,0.0001785080611987464,0.003237951625743914,1.553667305673576e-05,-0.001572824004887439,-4.680564450621493e-05,0.0006576121387464472,-2.7295986487703556e-05,0.0005648971083606092,0.0011748612166648446,0.0004368061061521934,2.822068675909413e-05,-0.0005796763468439087,-0.005363517218321415
1982-07-31,-0.003012105423108227,0.0007067907447517361,-0.00866013054364756,-0.0008560917525903582,0.008818440611224719,0.0008197769651219147,0.00017980421500598455,0.0016788401803608712,0.0018897994781781728,3.944037795636388e-05,0.00029465522405231533,-5.9916827727740716e-06,-0.0005167848508435088,5.186414808843903e-06,0.0003461514860489635,0.0007817175683928333,0.0004756978765198552,2.0627278909623987e-06,-4.2120726905824585e-05,-0.0035137078673587955
1982-08-31,-0.000575740332099345,-0.005014338261098955,0.010242846303865471,0.003456204338963,0.001080536888161865,-7.11635468802262e-05,0.0009062011044790324,0.0018977738815648955,-0.0017224070271589895,-0.00011625208472046239,0.0013358904531926335,2.0288273179429682e-05,0.003473315371400696,-0.00012136237279448961,-5.221210378651863e-05,0.0003128653995547104,0.00028422364959943696,0.0001268210187859903,-0.0006499274281117615,0.002498923344739884
