,x_tbl,x_dfy,x_tms,x_svar,x_ill,x_infl,x_dy,x_lev,x_ep,x_ni,x_rf
1989/11/30,0.375,0.0375,0.233333333,0.1,0.766666667,0.583333333,0.175,0.333333333,0.225,0.15,0.69
1989/12/31,0.366666667,0.029166667,0.183333333,0.358333333,0.575,0.625,0.233333333,0.533333333,0.2,0.158333333,0.61
1990/1/31,0.375,0.0625,0.175,0.325,0.716666667,0.65,0.2,0.491666667,0.2,0.166666667,0.57
1990/2/28,0.366666667,0.091666667,0.204166667,0.333333333,0.716666667,0.641666667,0.166666667,0.4,0.183333333,0.158333333,0.57
1990/3/31,0.379166667,0.091666667,0.258333333,0.4,0.591666667,0.733333333,0.35,0.816666667,0.275,0.641666667,0.64
1990/4/30,0.408333333,0.066666667,0.258333333,0.375,0.575,0.741666667,0.291666667,0.783333333,0.25,0.65,0.69
1990/5/31,0.4625,0.016666667,0.241666667,0.366666667,0.491666667,0.741666667,0.258333333,0.733333333,0.225,0.65,0.68
1990/6/30,0.441666667,0.020833333,0.304166667,0.375,0.616666667,0.675,0.316666667,0.858333333,0.183333333,0.283333333,0.63
1990/7/31,0.4125,0.1125,0.258333333,0.391666667,0.475,0.575,0.133333333,0.516666667,0.133333333,0.291666667,0.68
1990/8/31,0.4,0.1375,0.233333333,0.383333333,0.5,0.675,0.133333333,0.566666667,0.158333333,0.3,0.66
1990/9/30,0.358333333,0.141666667,0.241666667,0.433333333,0.383333333,0.7,0.15,0.658333333,0.175,0.541666667,0.6
1990/10/31,0.35,0.166666667,0.383333333,0.65,0.716666667,0.8,0.45,0.916666667,0.266666667,0.541666667,0.68
1990/11/30,0.35,0.2,0.391666667,0.733333333,0.566666667,0.816666667,0.541666667,0.933333333,0.375,0.591666667,0.57
1990/12/31,0.325,0.416666667,0.391666667,0.675,0.991666667,0.825,0.608333333,0.95,0.441666667,0.425,0.6
1991/1/31,0.266666667,0.525,0.333333333,0.741666667,1,0.825,0.475,0.916666667,0.333333333,0.458333333,0.52
1991/2/28,0.25,0.554166667,0.358333333,0.733333333,0.975,0.833333333,0.391666667,0.883333333,0.275,0.483333333,0.48
1991/3/31,0.208333333,0.595833333,0.441666667,0.758333333,1,0.8,0.275,0.825,0.191666667,0.308333333,0.44
1991/4/30,0.166666667,0.4625,0.541666667,0.775,0.991666667,0.8,0.116666667,0.591666667,0.108333333,0.316666667,0.53
1991/5/31,0.1625,0.3,0.575,0.775,0.983333333,0.708333333,0.083333333,0.425,0.1,0.333333333,0.47
1991/6/30,0.083333333,0.204166667,0.6,0.783333333,0.975,0.7,0.125,0.466666667,0.083333333,0.283333333,0.42
1991/7/31,0.041666667,0.170833333,0.691666667,0.783333333,0.958333333,0.766666667,0.083333333,0.316666667,0.058333333,0.258333333,0.49
1991/8/31,0.066666667,0.129166667,0.716666667,0.775,0.991666667,0.691666667,0.158333333,0.483333333,0.1,0.283333333,0.46
1991/9/30,0.075,0.05,0.65,0.758333333,1,0.583333333,0.083333333,0.358333333,0.033333333,0.341666667,0.46
1991/10/31,0.025,0.075,0.604166667,0.666666667,0.966666667,0.341666667,0.066666667,0.3,0.033333333,0.391666667,0.42
1991/11/30,0.025,0.079166667,0.541666667,0.6,0.966666667,0.2,0.075,0.325,0.041666667,0.433333333,0.39
1991/12/31,0.008333333,0.141666667,0.645833333,0.466666667,0.875,0.158333333,0.066666667,0.283333333,0.008333333,0.508333333,0.38
1992/1/31,0.008333333,0.204166667,0.841666667,0.441666667,0.875,0.166666667,0.133333333,0.433333333,0.016666667,0.55,0.34
1992/2/29,0.008333333,0.166666667,0.783333333,0.516666667,0.883333333,0.166666667,0.033333333,0.133333333,0.008333333,0.575,0.28
1992/3/31,0.008333333,0.129166667,0.991666667,0.358333333,0.633333333,0.133333333,0.041666667,0.158333333,0.008333333,0.808333333,0.34
1992/4/30,0.016666667,0.154166667,0.983333333,0.3,0.616666667,0.158333333,0.025,0.141666667,0.008333333,0.791666667,0.32
1992/5/31,0.025,0.083333333,0.979166667,0.283333333,0.6,0.208333333,0.058333333,0.166666667,0.025,0.858333333,0.28
1992/6/30,0.008333333,0.041666667,1,0.258333333,0.633333333,0.208333333,0.025,0.141666667,0.025,0.858333333,0.32
1992/7/31,0.008333333,0.033333333,0.991666667,0.15,0.633333333,0.191666667,0.025,0.141666667,0.016666667,0.85,0.31
1992/8/31,0.016666667,0.016666667,0.983333333,0.133333333,0.725,0.191666667,0.075,0.175,0.05,0.883333333,0.26
1992/9/30,0.008333333,0.008333333,0.983333333,0.116666667,0.591666667,0.216666667,0.008333333,0.141666667,0.058333333,0.908333333,0.26
1992/10/31,0.008333333,0.008333333,0.983333333,0.075,0.6,0.216666667,0.058333333,0.216666667,0.066666667,0.891666667,0.23
1992/11/30,0.008333333,0.0125,0.991666667,0.083333333,0.675,0.191666667,0.025,0.166666667,0.066666667,0.9,0.23
1992/12/31,0.008333333,0.070833333,1,0.083333333,0.575,0.291666667,0.025,0.216666667,0.091666667,0.916666667,0.28
1993/1/31,0.029166667,0.083333333,0.991666667,0.05,0.508333333,0.233333333,0.008333333,0.116666667,0.075,0.925,0.23
1993/2/28,0.05,0.045833333,0.941666667,0.008333333,0.675,0.183333333,0.008333333,0.091666667,0.066666667,0.958333333,0.22
1993/3/31,0.025,0.025,0.975,0.008333333,0.875,0.308333333,0.008333333,0.116666667,0.116666667,0.825,0.25
1993/4/30,0.025,0.008333333,0.9375,0.016666667,0.883333333,0.3,0.008333333,0.108333333,0.125,0.8,0.24
1993/5/31,0.033333333,0.008333333,0.941666667,0.033333333,0.875,0.216666667,0.008333333,0.058333333,0.116666667,0.833333333,0.22
1993/6/30,0.016666667,0.020833333,0.95,0.016666667,0.816666667,0.258333333,0.041666667,0.158333333,0.15,0.941666667,0.25
1993/7/31,0.05,0.066666667,0.916666667,0.033333333,0.775,0.308333333,0.016666667,0.091666667,0.15,0.941666667,0.24
1993/8/31,0.066666667,0.05,0.791666667,0.016666667,0.5,0.2,0.016666667,0.058333333,0.141666667,0.991666667,0.25
1993/9/30,0.066666667,0.0625,0.7625,0.008333333,0.566666667,0.158333333,0.025,0.183333333,0.166666667,0.825,0.26
1993/10/31,0.066666667,0.058333333,0.65,0.008333333,0.741666667,0.141666667,0.008333333,0.116666667,0.133333333,0.833333333,0.22
1993/11/30,0.045833333,0.025,0.695833333,0.008333333,0.775,0.125,0.008333333,0.091666667,0.141666667,0.85,0.25
1993/12/31,0.079166667,0.016666667,0.645833333,0.008333333,0.908333333,0.116666667,0.008333333,0.116666667,0.191666667,0.766666667,0.23
1994/1/31,0.108333333,0.066666667,0.733333333,0.016666667,0.916666667,0.116666667,0.016666667,0.158333333,0.208333333,0.758333333,0.25
1994/2/28,0.1,0.1,0.741666667,0.008333333,0.975,0.141666667,0.008333333,0.075,0.2,0.783333333,0.21
1994/3/31,0.066666667,0.070833333,0.716666667,0.016666667,0.991666667,0.108333333,0.008333333,0.066666667,0.191666667,0.858333333,0.27
1994/4/30,0.166666667,0.0375,0.775,0.008333333,0.966666667,0.116666667,0.016666667,0.175,0.225,0.9,0.27
1994/5/31,0.175,0.025,0.825,0.008333333,0.983333333,0.125,0.066666667,0.308333333,0.275,0.916666667,0.31
1994/6/30,0.2,0.020833333,0.825,0.058333333,0.833333333,0.108333333,0.1,0.391666667,0.3,0.983333333,0.31
1994/7/31,0.25,0.016666667,0.716666667,0.05,0.758333333,0.108333333,0.091666667,0.383333333,0.291666667,0.958333333,0.28
1994/8/31,0.254166667,0.066666667,0.779166667,0.075,0.558333333,0.133333333,0.15,0.416666667,0.333333333,0.95,0.37
1994/9/30,0.266666667,0.091666667,0.5625,0.041666667,0.658333333,0.166666667,0.083333333,0.441666667,0.366666667,0.991666667,0.37
1994/10/31,0.275,0.05,0.558333333,0.083333333,0.441666667,0.25,0.041666667,0.366666667,0.341666667,0.991666667,0.38
1994/11/30,0.291666667,0.033333333,0.675,0.1,0.408333333,0.258333333,0.075,0.425,0.366666667,0.991666667,0.37
1994/12/31,0.3,0.020833333,0.566666667,0.141666667,0.516666667,0.15,0.058333333,0.4,0.433333333,0.958333333,0.44
1995/1/31,0.341666667,0.045833333,0.433333333,0.183333333,0.441666667,0.15,0.15,0.491666667,0.475,0.916666667,0.42
1995/2/28,0.433333333,0.05,0.341666667,0.2,0.241666667,0.15,0.108333333,0.475,0.466666667,0.891666667,0.4
1995/3/31,0.508333333,0.016666667,0.283333333,0.2,0.183333333,0.275,0.083333333,0.441666667,0.583333333,0.883333333,0.46
1995/4/30,0.520833333,0.016666667,0.2625,0.158333333,0.35,0.275,0.025,0.375,0.55,0.866666667,0.44
1995/5/31,0.516666667,0.016666667,0.275,0.116666667,0.441666667,0.225,0.016666667,0.308333333,0.516666667,0.866666667,0.54
1995/6/30,0.454166667,0.0125,0.258333333,0.033333333,0.825,0.4,0.025,0.241666667,0.541666667,0.5,0.47
1995/7/31,0.4875,0.008333333,0.1625,0.091666667,0.9,0.391666667,0.008333333,0.116666667,0.5,0.5,0.45
1995/8/31,0.383333333,0.05,0.183333333,0.075,1,0.375,0.008333333,0.058333333,0.466666667,0.533333333,0.47
1995/9/30,0.366666667,0.075,0.216666667,0.125,0.966666667,0.25,0.008333333,0.05,0.491666667,0.641666667,0.43
1995/10/31,0.366666667,0.0625,0.191666667,0.1,0.983333333,0.175,0.008333333,0.041666667,0.475,0.608333333,0.47
1995/11/30,0.341666667,0.058333333,0.204166667,0.016666667,0.866666667,0.15,0.008333333,0.016666667,0.441666667,0.65,0.42
1995/12/31,0.345833333,0.095833333,0.183333333,0.008333333,0.8,0.216666667,0.016666667,0.075,0.5,0.666666667,0.49
1996/1/31,0.383333333,0.166666667,0.108333333,0.008333333,0.891666667,0.175,0.008333333,0.025,0.45,0.666666667,0.43
1996/2/29,0.316666667,0.179166667,0.116666667,0.016666667,0.833333333,0.15,0.008333333,0.008333333,0.425,0.691666667,0.39
1996/3/31,0.316666667,0.170833333,0.170833333,0.091666667,0.691666667,0.275,0.008333333,0.008333333,0.408333333,0.616666667,0.39
1996/4/30,0.3,0.1375,0.3125,0.2,0.691666667,0.233333333,0.008333333,0.008333333,0.375,0.625,0.46
1996/5/31,0.316666667,0.229166667,0.358333333,0.316666667,0.541666667,0.325,0.008333333,0.008333333,0.358333333,0.633333333,0.42
1996/6/30,0.3125,0.2625,0.391666667,0.341666667,0.325,0.3,0.058333333,0.008333333,0.325,0.866666667,0.4
1996/7/31,0.35,0.233333333,0.404166667,0.35,0.35,0.283333333,0.05,0.008333333,0.283333333,0.866666667,0.45
1996/8/31,0.358333333,0.275,0.358333333,0.341666667,0.4,0.275,0.058333333,0.016666667,0.291666667,0.85,0.41
1996/9/30,0.375,0.3,0.35,0.375,0.291666667,0.358333333,0.091666667,0.058333333,0.458333333,0.816666667,0.44
1996/10/31,0.358333333,0.316666667,0.416666667,0.4,0.541666667,0.25,0.083333333,0.041666667,0.4,0.816666667,0.42
1996/11/30,0.370833333,0.279166667,0.375,0.416666667,0.608333333,0.408333333,0.033333333,0.008333333,0.316666667,0.833333333,0.41
1996/12/31,0.3375,0.2375,0.283333333,0.425,0.591666667,0.441666667,0.033333333,0.033333333,0.358333333,0.95,0.46
1997/1/31,0.366666667,0.291666667,0.233333333,0.433333333,0.475,0.533333333,0.008333333,0.008333333,0.258333333,0.941666667,0.45
1997/2/28,0.308333333,0.295833333,0.354166667,0.458333333,0.691666667,0.55,0.016666667,0.016666667,0.275,0.933333333,0.39
1997/3/31,0.379166667,0.2,0.366666667,0.458333333,0.708333333,0.408333333,0.008333333,0.008333333,0.266666667,1,0.43
1997/4/30,0.366666667,0.1,0.395833333,0.5,0.658333333,0.4,0.016666667,0.016666667,0.275,0.991666667,0.43
1997/5/31,0.429166667,0.104166667,0.429166667,0.508333333,0.783333333,0.175,0.033333333,0.041666667,0.391666667,1,0.49
1997/6/30,0.45,0.0625,0.383333333,0.558333333,0.866666667,0.025,0.025,0.033333333,0.341666667,0.983333333,0.37
1997/7/31,0.404166667,0.083333333,0.433333333,0.6,0.925,0.008333333,0.008333333,0.008333333,0.225,1,0.43
1997/8/31,0.316666667,0.066666667,0.429166667,0.658333333,0.925,0.008333333,0.008333333,0.008333333,0.15,1,0.41
1997/9/30,0.416666667,0.070833333,0.216666667,0.625,0.975,0.008333333,0.008333333,0.008333333,0.075,0.65,0.44
1997/10/31,0.458333333,0.054166667,0.291666667,0.725,0.633333333,0.041666667,0.016666667,0.016666667,0.116666667,0.658333333,0.42
1997/11/30,0.333333333,0.0125,0.2875,0.758333333,0.591666667,0.016666667,0.008333333,0.008333333,0.058333333,0.75,0.39
1997/12/31,0.358333333,0.033333333,0.216666667,0.891666667,0.183333333,0.008333333,0.025,0.033333333,0.125,0.816666667,0.48
1998/1/31,0.479166667,0.016666667,0.15,0.9,0.241666667,0.008333333,0.016666667,0.025,0.083333333,0.725,0.43
1998/2/28,0.5125,0.033333333,0.108333333,0.908333333,0.133333333,0.008333333,0.008333333,0.016666667,0.075,0.825,0.39
1998/3/31,0.425,0.070833333,0.108333333,0.916666667,0.108333333,0.008333333,0.008333333,0.041666667,0.091666667,0.95,0.39
1998/4/30,0.466666667,0.075,0.141666667,0.916666667,0.083333333,0.008333333,0.008333333,0.008333333,0.008333333,0.95,0.43
1998/5/31,0.416666667,0.108333333,0.170833333,0.908333333,0.066666667,0.008333333,0.008333333,0.008333333,0.008333333,0.95,0.4
1998/6/30,0.3375,0.258333333,0.216666667,0.9,0.066666667,0.016666667,0.016666667,0.016666667,0.016666667,0.925,0.41
1998/7/31,0.395833333,0.141666667,0.158333333,0.891666667,0.058333333,0.041666667,0.033333333,0.033333333,0.025,0.916666667,0.4
1998/8/31,0.375,0.1125,0.1,0.908333333,0.033333333,0.033333333,0.016666667,0.016666667,0.016666667,0.908333333,0.43
1998/9/30,0.3625,0.116666667,0.141666667,0.916666667,0.025,0.066666667,0.033333333,0.05,0.033333333,0.933333333,0.46
1998/10/31,0.308333333,0.195833333,0.083333333,0.983333333,0.025,0.033333333,0.108333333,0.15,0.283333333,0.908333333,0.32
1998/11/30,0.291666667,0.466666667,0.083333333,1,0.008333333,0.016666667,0.066666667,0.1,0.15,0.883333333,0.31
1998/12/31,0.233333333,0.608333333,0.35,0.991666667,0.016666667,0.041666667,0.041666667,0.058333333,0.041666667,0.941666667,0.38
1999/1/31,0.283333333,0.791666667,0.2,0.983333333,0.025,0.041666667,0.008333333,0.025,0.008333333,0.941666667,0.35
1999/2/28,0.283333333,0.925,0.258333333,0.991666667,0.016666667,0.058333333,0.008333333,0.008333333,0.008333333,0.908333333,0.35
1999/3/31,0.283333333,0.933333333,0.245833333,0.991666667,0.033333333,0.091666667,0.008333333,0.008333333,0.008333333,0.95,0.43
1999/4/30,0.308333333,0.9,0.35,0.991666667,0.05,0.095833333,0.025,0.033333333,0.016666667,0.95,0.37
1999/5/31,0.3125,0.75,0.366666667,1,0.05,0.125,0.016666667,0.008333333,0.016666667,0.95,0.34
1999/6/30,0.275,0.641666667,0.4,1,0.108333333,0.191666667,0.041666667,0.033333333,0.008333333,0.95,0.4
1999/7/31,0.341666667,0.608333333,0.395833333,1,0.066666667,0.158333333,0.05,0.05,0.016666667,0.941666667,0.38
1999/8/31,0.358333333,0.6125,0.404166667,1,0.1,0.15,0.025,0.008333333,0.008333333,0.933333333,0.39
1999/9/30,0.35,0.579166667,0.483333333,0.983333333,0.15,0.175,0.058333333,0.058333333,0.041666667,0.925,0.39
1999/10/31,0.391666667,0.5625,0.425,0.941666667,0.175,0.216666667,0.066666667,0.083333333,0.058333333,0.916666667,0.39
1999/11/30,0.391666667,0.645833333,0.429166667,0.891666667,0.741666667,0.35,0.083333333,0.116666667,0.066666667,0.908333333,0.36
1999/12/31,0.416666667,0.666666667,0.358333333,0.883333333,1,0.308333333,0.025,0.05,0.066666667,0.916666667,0.44
2000/1/31,0.625,0.633333333,0.333333333,0.875,0.966666667,0.358333333,0.008333333,0.016666667,0.033333333,0.925,0.41
2000/2/29,0.716666667,0.295833333,0.341666667,0.833333333,1,0.391666667,0.008333333,0.008333333,0.025,0.908333333,0.43
2000/3/31,0.758333333,0.020833333,0.2375,0.866666667,0.783333333,0.475,0.016666667,0.016666667,0.091666667,0.858333333,0.47
2000/4/30,0.816666667,0.170833333,0.0875,0.85,0.916666667,0.791666667,0.016666667,0.016666667,0.083333333,0.875,0.46
2000/5/31,0.875,0.495833333,0.008333333,0.891666667,0.983333333,0.858333333,0.008333333,0.008333333,0.033333333,0.875,0.5
2000/6/30,0.866666667,0.625,0.033333333,0.933333333,0.158333333,0.658333333,0.033333333,0.033333333,0.05,0.891666667,0.4
2000/7/31,0.916666667,0.8125,0.033333333,0.95,0.466666667,0.766666667,0.05,0.091666667,0.116666667,0.858333333,0.48
2000/8/31,0.8875,0.7,0.016666667,0.941666667,0.158333333,0.875,0.016666667,0.033333333,0.058333333,0.875,0.5
2000/9/30,0.95,0.545833333,0.008333333,0.958333333,0.15,0.875,0.033333333,0.091666667,0.091666667,0.858333333,0.51
2000/10/31,0.958333333,0.566666667,0.008333333,0.916666667,0.091666667,0.858333333,0.016666667,0.025,0.033333333,0.9,0.56
2000/11/30,0.958333333,0.591666667,0.016666667,0.891666667,0.041666667,0.883333333,0.025,0.05,0.075,0.908333333,0.51
2000/12/31,0.975,0.704166667,0.016666667,0.908333333,0.008333333,0.883333333,0.033333333,0.125,0.108333333,0.95,0.5
2001/1/31,0.983333333,0.7625,0.008333333,0.941666667,0.008333333,0.883333333,0.108333333,0.25,0.2,0.941666667,0.54
2001/2/28,0.920833333,0.7375,0.016666667,0.975,0.025,0.883333333,0.1,0.2,0.2,0.933333333,0.38
2001/3/31,0.695833333,0.6875,0.058333333,0.966666667,0.016666667,0.925,0.083333333,0.158333333,0.058333333,0.941666667,0.42
2001/4/30,0.425,0.679166667,0.104166667,0.958333333,0.016666667,0.916666667,0.166666667,0.283333333,0.208333333,0.925,0.39
2001/5/31,0.316666667,0.8375,0.275,0.958333333,0.016666667,0.633333333,0.233333333,0.366666667,0.241666667,0.908333333,0.32
2001/6/30,0.233333333,0.85,0.591666667,0.941666667,0.058333333,0.825,0.225,0.341666667,0.008333333,0.775,0.28
2001/7/31,0.183333333,0.7,0.641666667,0.916666667,0.066666667,0.941666667,0.216666667,0.333333333,0.008333333,0.741666667,0.3
2001/8/31,0.175,0.733333333,0.658333333,0.883333333,0.15,0.816666667,0.25,0.358333333,0.016666667,0.725,0.31
2001/9/30,0.191666667,0.829166667,0.616666667,0.908333333,0.091666667,0.416666667,0.275,0.408333333,0.008333333,0.9,0.28
2001/10/31,0.175,0.808333333,0.620833333,0.925,0.1,0.420833333,0.316666667,0.425,0.016666667,0.866666667,0.22
2001/11/30,0.008333333,0.875,0.683333333,1,0.175,0.316666667,0.366666667,0.508333333,0.025,0.858333333,0.17
2001/12/31,0.008333333,0.904166667,0.7,0.991666667,0.291666667,0.175,0.35,0.491666667,0.008333333,0.475,0.15
2002/1/31,0.008333333,0.841666667,0.841666667,0.95,0.433333333,0.15,0.3,0.433333333,0.008333333,0.5,0.14
2002/2/28,0.008333333,1,0.925,0.866666667,0.341666667,0.058333333,0.283333333,0.416666667,0.008333333,0.5,0.13
2002/3/31,0.008333333,1,0.8875,0.775,0.433333333,0.008333333,0.308333333,0.475,0.008333333,0.333333333,0.13
2002/4/30,0.025,1,0.858333333,0.775,0.6,0.008333333,0.325,0.5,0.016666667,0.3,0.15
2002/5/31,0.033333333,0.983333333,0.970833333,0.7,0.833333333,0.025,0.283333333,0.45,0.016666667,0.35,0.14
2002/6/30,0.025,0.966666667,0.883333333,0.591666667,0.733333333,0.125,0.375,0.541666667,0.041666667,0.266666667,0.13
2002/7/31,0.041666667,0.991666667,0.9125,0.641666667,0.391666667,0.025,0.383333333,0.575,0.058333333,0.258333333,0.15
2002/8/31,0.025,0.979166667,0.866666667,0.683333333,0.308333333,0.008333333,0.433333333,0.65,0.075,0.241666667,0.14
2002/9/30,0.016666667,0.991666667,0.85,0.925,0.291666667,0.083333333,0.508333333,0.716666667,0.108333333,0.058333333,0.14
2002/10/31,0.008333333,0.933333333,0.795833333,1,0.325,0.208333333,0.5,0.716666667,0.116666667,0.066666667,0.14
2002/11/30,0.016666667,0.933333333,0.733333333,1,0.25,0.108333333,0.541666667,0.933333333,0.125,0.091666667,0.12
2002/12/31,0.008333333,1,0.816666667,1,0.058333333,0.25,0.525,0.85,0.158333333,0.008333333,0.11
2003/1/31,0.008333333,0.95,0.908333333,1,0.041666667,0.325,0.483333333,0.708333333,0.166666667,0.016666667,0.1
2003/2/28,0.008333333,0.908333333,0.858333333,1,0.008333333,0.391666667,0.541666667,0.858333333,0.208333333,0.025,0.09
2003/3/31,0.008333333,0.891666667,0.9,1,0.008333333,0.583333333,0.558333333,0.9,0.241666667,0.008333333,0.1
2003/4/30,0.0125,0.883333333,0.833333333,0.991666667,0.008333333,0.85,0.566666667,0.925,0.333333333,0.008333333,0.1
2003/5/31,0.008333333,0.875,0.883333333,1,0.008333333,0.783333333,0.566666667,0.908333333,0.341666667,0.008333333,0.09
2003/6/30,0.0125,0.879166667,0.883333333,1,0.016666667,0.3,0.533333333,0.816666667,0.375,0.008333333,0.1
2003/7/31,0.008333333,0.883333333,0.758333333,0.983333333,0.025,0.233333333,0.475,0.691666667,0.275,0.016666667,0.07
2003/8/31,0.008333333,0.9,0.8625,0.975,0.058333333,0.25,0.475,0.683333333,0.233333333,0.025,0.07
2003/9/30,0.008333333,0.866666667,1,0.925,0.066666667,0.275,0.458333333,0.683333333,0.433333333,0.033333333,0.08
2003/10/31,0.025,0.8625,0.991666667,0.891666667,0.075,0.333333333,0.416666667,0.666666667,0.425,0.033333333,0.07
2003/11/30,0.025,0.833333333,0.929166667,0.691666667,0.1,0.416666667,0.425,0.691666667,0.458333333,0.041666667,0.07
2003/12/31,0.020833333,0.808333333,0.983333333,0.516666667,0.191666667,0.275,0.408333333,0.666666667,0.475,0.083333333,0.08
2004/1/31,0.033333333,0.795833333,0.979166667,0.425,0.191666667,0.25,0.391666667,0.658333333,0.475,0.033333333,0.07
2004/2/29,0.0125,0.775,0.958333333,0.383333333,0.291666667,0.283333333,0.308333333,0.616666667,0.458333333,0.058333333,0.06
2004/3/31,0.008333333,0.741666667,0.95,0.375,0.291666667,0.275,0.291666667,0.616666667,0.583333333,0.108333333,0.09
2004/4/30,0.054166667,0.554166667,0.875,0.366666667,0.3,0.183333333,0.266666667,0.6,0.583333333,0.1,0.08
2004/5/31,0.070833333,0.566666667,0.866666667,0.333333333,0.391666667,0.216666667,0.283333333,0.608333333,0.6,0.125,0.06
2004/6/30,0.075,0.504166667,0.9875,0.308333333,0.391666667,0.458333333,0.458333333,0.658333333,0.675,0.108333333,0.08
2004/7/31,0.1,0.479166667,0.983333333,0.291666667,0.366666667,0.75,0.45,0.641666667,0.675,0.133333333,0.1
2004/8/31,0.166666667,0.541666667,0.9125,0.283333333,0.441666667,0.866666667,0.408333333,0.6,0.658333333,0.141666667,0.11
2004/9/30,0.175,0.616666667,0.845833333,0.241666667,0.45,0.75,0.483333333,0.7,0.733333333,0.1,0.11
2004/10/31,0.183333333,0.633333333,0.741666667,0.241666667,0.458333333,0.5,0.483333333,0.691666667,0.75,0.091666667,0.11
2004/11/30,0.220833333,0.629166667,0.725,0.2,0.533333333,0.491666667,0.475,0.691666667,0.733333333,0.125,0.15
2004/12/31,0.283333333,0.475,0.708333333,0.183333333,0.591666667,0.866666667,0.466666667,0.716666667,0.791666667,0.225,0.16
2005/1/31,0.308333333,0.3375,0.7,0.175,0.616666667,0.975,0.358333333,0.633333333,0.725,0.241666667,0.16
2005/2/28,0.325,0.333333333,0.675,0.166666667,0.566666667,0.891666667,0.308333333,0.558333333,0.716666667,0.25,0.16
2005/3/31,0.333333333,0.283333333,0.654166667,0.158333333,0.683333333,0.7,0.366666667,0.7,0.766666667,0.35,0.21
2005/4/30,0.341666667,0.195833333,0.641666667,0.166666667,0.658333333,0.791666667,0.325,0.666666667,0.741666667,0.35,0.21
2005/5/31,0.358333333,0.279166667,0.616666667,0.133333333,0.608333333,0.858333333,0.391666667,0.725,0.8,0.325,0.24
2005/6/30,0.366666667,0.445833333,0.483333333,0.141666667,0.541666667,0.9,0.691666667,0.816666667,0.85,0.3,0.23
2005/7/31,0.375,0.708333333,0.383333333,0.133333333,0.558333333,0.7,0.675,0.775,0.775,0.275,0.24
2005/8/31,0.383333333,0.7375,0.2875,0.116666667,0.491666667,0.5,0.658333333,0.775,0.75,0.3,0.3
2005/9/30,0.391666667,0.725,0.308333333,0.108333333,0.575,0.8,0.608333333,0.691666667,0.75,0.2,0.29
2005/10/31,0.408333333,0.704166667,0.1625,0.091666667,0.633333333,0.975,0.641666667,0.733333333,0.808333333,0.216666667,0.27
2005/11/30,0.408333333,0.733333333,0.283333333,0.083333333,0.641666667,1,0.641666667,0.725,0.875,0.233333333,0.31
2005/12/31,0.45,0.766666667,0.266666667,0.091666667,0.541666667,0.991666667,0.841666667,0.816666667,0.941666667,0.041666667,0.32
2006/1/31,0.466666667,0.766666667,0.2,0.083333333,0.691666667,0.85,0.808333333,0.675,0.908333333,0.041666667,0.35
2006/2/28,0.475,0.754166667,0.125,0.058333333,0.766666667,0.845833333,0.816666667,0.691666667,0.933333333,0.075,0.34
2006/3/31,0.491666667,0.75,0.075,0.075,0.683333333,0.983333333,0.791666667,0.633333333,0.958333333,0.033333333,0.37
2006/4/30,0.541666667,0.725,0.05,0.041666667,0.683333333,0.941666667,0.808333333,0.641666667,0.966666667,0.041666667,0.36
2006/5/31,0.575,0.6625,0.104166667,0.016666667,0.683333333,0.866666667,0.783333333,0.616666667,0.933333333,0.05,0.43
2006/6/30,0.6,0.595833333,0.154166667,0.008333333,0.866666667,0.925,0.916666667,0.633333333,0.925,0.05,0.4
2006/7/31,0.629166667,0.495833333,0.141666667,0.016666667,0.841666667,0.975,0.95,0.758333333,0.983333333,0.041666667,0.4
2006/8/31,0.641666667,0.670833333,0.091666667,0.083333333,0.758333333,0.983333333,0.958333333,0.775,0.983333333,0.05,0.42
2006/9/30,0.7,0.708333333,0.066666667,0.133333333,0.725,0.975,0.966666667,0.858333333,1,0.05,0.41
2006/10/31,0.720833333,0.704166667,0.041666667,0.125,0.675,0.95,0.933333333,0.833333333,0.991666667,0.016666667,0.41
2006/11/30,0.65,0.720833333,0.05,0.116666667,0.633333333,0.291666667,0.925,0.758333333,0.958333333,0.016666667,0.42
2006/12/31,0.691666667,0.691666667,0.0375,0.025,0.775,0.058333333,0.733333333,0.7,0.975,0.041666667,0.4
2007/1/31,0.708333333,0.6,0.016666667,0.033333333,0.608333333,0.3,0.716666667,0.625,0.933333333,0.033333333,0.44
2007/2/28,0.658333333,0.654166667,0.075,0.025,0.708333333,0.508333333,0.683333333,0.616666667,0.916666667,0.016666667,0.38
2007/3/31,0.770833333,0.733333333,0.075,0.025,0.841666667,0.358333333,0.675,0.566666667,0.941666667,0.008333333,0.43
2007/4/30,0.795833333,0.616666667,0.025,0.066666667,0.883333333,0.5,0.741666667,0.666666667,0.983333333,0.008333333,0.44
2007/5/31,0.7125,0.7625,0.066666667,0.158333333,0.875,0.633333333,0.7,0.625,0.975,0.025,0.41
2007/6/30,0.675,0.7,0.083333333,0.158333333,0.858333333,0.566666667,0.841666667,0.525,0.991666667,0.033333333,0.4
2007/7/31,0.641666667,0.695833333,0.15,0.116666667,0.916666667,0.591666667,0.825,0.483333333,0.908333333,0.041666667,0.4
2007/8/31,0.6125,0.654166667,0.225,0.05,0.975,0.583333333,0.858333333,0.516666667,0.966666667,0.033333333,0.42
2007/9/30,0.675,0.691666667,0.141666667,0.15,0.966666667,0.466666667,0.916666667,0.775,1,0.008333333,0.32
